ID_code,Use,Orient,Glass,Storage,Version
B2_O_L2_ST_W_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_Base_S_0.12_5.9_TS1,1.0,1.0,1.0,1.0,1.0
B2_R_L2_Base_S_0.12_5.9_TS1,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_E_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_E_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_E_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_E_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_E_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_E_0.6_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_E_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_E_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_S_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_S_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_S_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_S_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_S_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_S_0.6_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_S_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_S_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_W_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_W_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_W_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_W_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_W_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_W_0.6_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_W_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DG_W_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_E_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_E_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_E_0.2_1.0_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_E_0.2_1.0_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_E_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_E_0.6_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_E_0.6_1.0_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_E_0.6_1.0_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_S_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_S_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_S_0.2_1.0_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_S_0.2_1.0_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_S_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_S_0.6_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_S_0.6_1.0_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_S_0.6_1.0_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_W_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_W_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_W_0.2_1.0_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_W_0.2_1.0_TS3,1.0,0.0,1.0,1.0,1.0
B2_R_L2_DG_W_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_W_0.6_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_W_0.6_1.0_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DG_W_0.6_1.0_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_E_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_E_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_E_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_E_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_S_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_S_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_S_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_S_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_W_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_W_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_W_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_DS_W_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DS_E_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DS_E_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_DS_E_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DS_E_0.6_1.0_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DS_S_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DS_S_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_DS_S_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DS_S_0.6_1.0_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DS_W_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DS_W_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_DS_W_0.6_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_DS_W_0.6_1.0_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_E_0.2_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_E_0.2_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_E_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_E_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_E_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_E_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_E_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_E_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_S_0.2_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_S_0.2_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_S_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_S_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_S_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_S_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_S_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_S_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_W_0.2_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_W_0.2_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_W_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_W_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_W_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_W_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_MW_W_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_MW_W_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_MW_E_0.2_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_E_0.2_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_E_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_E_0.2_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_E_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_E_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_E_0.6_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_E_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_S_0.2_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_S_0.2_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_S_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_S_0.2_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_S_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_S_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_S_0.6_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_S_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_W_0.2_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_W_0.2_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_W_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_W_0.2_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_W_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_W_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_W_0.6_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_MW_W_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_ST_E_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_E_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_E_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_E_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_E_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_ST_E_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_ST_E_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_E_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_S_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_S_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_S_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_S_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_S_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_ST_S_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_ST_S_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_S_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_W_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_W_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_W_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_W_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_W_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_ST_W_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_ST_W_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_W_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_E_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_E_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_E_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.2_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.6_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_S_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_S_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.2_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.6_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_W_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_W_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.2_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.6_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
