ID_code,AC(v8.5),diff%_AC(v8.5),AH(v8.5),diff%_AH(v8.5),AT(v8.5),diff%_AT(v8.5),AC(v8.7),diff%_AC(v8.7),AH(v8.7),diff%_AH(v8.7),AT(v8.7),diff%_AT(v8.7),AC(v22.2),diff%_AC(v22.2),AH(v22.2),diff%_AH(v22.2),AT(v22.2),diff%_AT(v22.2),DeltaAC%(v8.7-22.2),DeltaAH%(v8.7-22.2),DeltaAT%(v8.7-22.2)
B2_R_L1_MW_S_0.2_2.3_TS2,2922.29,6.61,914.7,-4.23,3836.99,3.81,2920.91,6.62,913.46,-4.03,3834.37,3.87,2927.35,6.61,903.15,-3.96,3830.5,3.91,0.22,-1.13,-0.1
B2_R_L1_MW_S_0.2_2.3_TS3,2895.84,5.64,924.52,-3.2,3820.36,3.36,2894.49,5.66,928.62,-2.44,3823.11,3.57,2900.82,5.64,915.91,-2.6,3816.73,3.54,0.22,-1.37,-0.17
B2_R_L1_MW_S_0.6_0.8_TS2,3166.15,15.51,853.66,-10.62,4019.81,8.75,3012.98,9.98,875.09,-8.06,3888.07,5.33,3018.8,9.94,866.27,-7.88,3885.07,5.39,0.19,-1.01,-0.08
B2_R_L1_MW_S_0.6_0.8_TS3,3036.88,10.79,885.14,-7.33,3922.02,6.11,3004.71,9.68,892.66,-6.21,3897.37,5.58,3010.11,9.62,883.78,-6.02,3893.89,5.63,0.18,-0.99,-0.09
B2_R_L1_MW_S_0.6_2.3_TS2,3121.06,13.86,870.33,-8.88,3991.39,7.98,3119.0,13.85,871.14,-8.48,3990.14,8.09,3125.15,13.81,860.55,-8.49,3985.7,8.12,0.2,-1.22,-0.11
B2_R_L1_MW_S_0.6_2.3_TS3,3023.05,10.28,908.54,-4.88,3931.59,6.37,3021.28,10.28,901.16,-5.32,3922.44,6.26,3025.76,10.19,893.93,-4.94,3919.69,6.33,0.15,-0.8,-0.07
B2_R_L1_MW_W_0.2_0.8_TS2,2878.72,5.02,817.21,-14.44,3695.93,-0.01,2826.57,3.18,831.65,-12.62,3658.22,-0.9,2832.26,3.14,815.92,-13.23,3648.18,-1.03,0.2,-1.89,-0.27
B2_R_L1_MW_W_0.2_0.8_TS3,2837.37,3.51,822.9,-13.84,3660.27,-0.97,2813.05,2.68,833.61,-12.42,3646.66,-1.21,2818.75,2.65,819.42,-12.86,3638.17,-1.31,0.2,-1.7,-0.23
B2_R_L1_MW_W_0.2_2.3_TS2,2882.93,5.17,830.42,-13.06,3713.35,0.46,2882.33,5.21,831.24,-12.67,3713.57,0.6,2886.65,5.12,815.95,-13.23,3702.6,0.44,0.15,-1.84,-0.3
B2_R_L1_MW_W_0.2_2.3_TS3,2838.19,3.54,833.61,-12.72,3671.8,-0.66,2837.37,3.57,831.85,-12.6,3669.22,-0.6,2843.8,3.56,818.07,-13.01,3661.87,-0.66,0.23,-1.66,-0.2
B2_R_L1_MW_W_0.6_0.8_TS2,3117.82,13.74,768.38,-19.55,3886.2,5.14,2992.76,9.24,798.27,-16.13,3791.03,2.7,2997.8,9.17,783.63,-16.67,3781.43,2.58,0.17,-1.83,-0.25
B2_R_L1_MW_W_0.6_0.8_TS3,2999.62,9.43,783.25,-17.99,3782.87,2.34,2942.23,7.4,807.68,-15.14,3749.91,1.59,2948.19,7.36,793.98,-15.57,3742.17,1.51,0.2,-1.7,-0.21
B2_R_L1_MW_W_0.6_2.3_TS2,3081.57,12.42,800.39,-16.2,3881.96,5.02,3080.59,12.45,799.75,-15.98,3880.34,5.12,3084.87,12.34,783.61,-16.67,3868.48,4.94,0.14,-2.02,-0.31
B2_R_L1_MW_W_0.6_2.3_TS3,2988.66,9.03,815.37,-14.63,3804.03,2.92,2987.03,9.03,813.39,-14.54,3800.42,2.95,2991.82,8.95,797.07,-15.24,3788.89,2.78,0.16,-2.01,-0.3
B2_R_L2_MW_E_0.2_0.8_TS2,770.39,5.08,5476.65,-2.21,6247.04,-1.37,730.21,-0.16,5508.82,-1.66,6239.03,-1.49,729.4,-0.12,5517.65,-1.62,6247.049999999999,-1.45,-0.11,0.16,0.13
B2_R_L2_MW_E_0.2_0.8_TS3,762.08,3.95,5475.98,-2.22,6238.06,-1.51,736.91,0.75,5502.6,-1.77,6239.51,-1.48,735.87,0.77,5512.24,-1.72,6248.11,-1.43,-0.14,0.18,0.14
B2_R_L2_MW_E_0.2_1.0_TS2,769.34,4.94,5496.42,-1.86,6265.76,-1.07,725.75,-0.77,5512.65,-1.59,6238.4,-1.5,725.2,-0.69,5522.02,-1.54,6247.22,-1.45,-0.08,0.17,0.14
B2_R_L2_MW_E_0.2_1.0_TS3,758.48,3.46,5492.28,-1.93,6250.76,-1.31,733.34,0.27,5505.86,-1.71,6239.2,-1.49,732.4,0.29,5516.29,-1.64,6248.69,-1.42,-0.13,0.19,0.15
B2_R_L2_MW_E_0.6_0.8_TS2,960.15,30.96,5318.07,-5.04,6278.219999999999,-0.87,839.28,14.75,5406.57,-3.49,6245.849999999999,-1.38,838.09,14.76,5417.44,-3.41,6255.53,-1.31,-0.14,0.2,0.15
B2_R_L2_MW_E_0.6_0.8_TS3,906.22,23.61,5320.34,-5.0,6226.56,-1.69,843.84,15.37,5397.04,-3.66,6240.88,-1.46,842.09,15.31,5407.54,-3.58,6249.63,-1.41,-0.21,0.19,0.14
B2_R_L2_MW_E_0.6_1.0_TS2,951.65,29.8,5380.34,-3.93,6331.99,-0.02,831.07,13.63,5422.35,-3.2,6253.42,-1.26,829.93,13.65,5432.43,-3.14,6262.360000000001,-1.21,-0.14,0.19,0.14
B2_R_L2_MW_E_0.6_1.0_TS3,888.05,21.13,5371.36,-4.09,6259.41,-1.17,838.02,14.58,5408.26,-3.46,6246.280000000001,-1.37,836.82,14.59,5417.89,-3.4,6254.71,-1.33,-0.14,0.18,0.13
B2_R_L2_MW_S_0.2_0.8_TS2,822.61,12.2,5471.86,-2.29,6294.469999999999,-0.62,781.25,6.82,5520.1,-1.46,6301.35,-0.5,779.94,6.8,5530.0,-1.4,6309.9400000000005,-0.46,-0.17,0.18,0.14
B2_R_L2_MW_S_0.2_0.8_TS3,805.36,9.85,5485.64,-2.05,6291.0,-0.67,790.65,8.1,5524.05,-1.39,6314.7,-0.29,789.27,8.08,5534.23,-1.33,6323.5,-0.24,-0.17,0.18,0.14
B2_R_L2_MW_S_0.2_1.0_TS2,825.06,12.54,5490.65,-1.96,6315.709999999999,-0.28,778.58,6.45,5526.54,-1.34,6305.12,-0.44,777.25,6.43,5536.49,-1.28,6313.74,-0.4,-0.17,0.18,0.14
B2_R_L2_MW_S_0.2_1.0_TS3,801.75,9.36,5502.69,-1.74,6304.44,-0.46,788.79,7.85,5529.42,-1.29,6318.21,-0.24,787.55,7.84,5539.64,-1.23,6327.1900000000005,-0.18,-0.16,0.18,0.14
B2_R_L2_MW_S_0.6_0.8_TS2,999.18,36.29,5219.65,-6.8,6218.83,-1.81,882.54,20.67,5358.78,-4.34,6241.32,-1.45,880.64,20.59,5368.69,-4.28,6249.33,-1.41,-0.22,0.18,0.13
B2_R_L2_MW_S_0.6_0.8_TS3,935.15,27.55,5281.19,-5.7,6216.339999999999,-1.85,889.72,21.65,5382.58,-3.91,6272.3,-0.96,887.83,21.58,5393.46,-3.84,6281.29,-0.91,-0.21,0.2,0.14
B2_R_L2_MW_S_0.6_1.0_TS2,996.24,35.89,5274.65,-5.82,6270.889999999999,-0.99,874.13,19.52,5377.73,-4.0,6251.86,-1.29,872.21,19.44,5387.96,-3.93,6260.17,-1.24,-0.22,0.19,0.13
B2_R_L2_MW_S_0.6_1.0_TS3,923.19,25.92,5334.05,-4.76,6257.24,-1.2,884.24,20.9,5396.86,-3.66,6281.099999999999,-0.82,882.58,20.86,5405.8,-3.62,6288.38,-0.8,-0.19,0.17,0.12
B2_R_L2_MW_W_0.2_0.8_TS2,771.5,5.23,5459.58,-2.51,6231.08,-1.62,737.83,0.88,5489.56,-2.0,6227.39,-1.67,736.83,0.9,5498.52,-1.96,6235.35,-1.63,-0.14,0.16,0.13
B2_R_L2_MW_W_0.2_0.8_TS3,758.42,3.45,5454.86,-2.6,6213.28,-1.9,738.76,1.01,5482.37,-2.13,6221.13,-1.77,737.65,1.01,5491.98,-2.08,6229.629999999999,-1.72,-0.15,0.18,0.14
B2_R_L2_MW_W_0.2_1.0_TS2,776.34,5.89,5477.1,-2.2,6253.4400000000005,-1.26,736.27,0.67,5493.69,-1.93,6229.959999999999,-1.63,735.22,0.68,5504.65,-1.85,6239.87,-1.56,-0.14,0.2,0.16
B2_R_L2_MW_W_0.2_1.0_TS3,755.52,3.05,5471.94,-2.29,6227.459999999999,-1.67,737.49,0.83,5486.32,-2.06,6223.81,-1.73,736.07,0.79,5495.72,-2.01,6231.79,-1.69,-0.19,0.17,0.13
B2_R_L2_MW_W_0.6_0.8_TS2,935.86,27.65,5300.46,-5.36,6236.32,-1.53,836.42,14.36,5388.93,-3.8,6225.35,-1.7,834.54,14.28,5398.5,-3.75,6233.04,-1.67,-0.22,0.18,0.12
B2_R_L2_MW_W_0.6_0.8_TS3,879.95,20.02,5304.84,-5.28,6184.79,-2.35,829.66,13.44,5378.48,-3.99,6208.139999999999,-1.98,828.3,13.42,5388.33,-3.93,6216.63,-1.93,-0.16,0.18,0.14
B2_R_L2_MW_W_0.6_1.0_TS2,935.73,27.63,5361.76,-4.26,6297.49,-0.57,827.78,13.18,5405.14,-3.51,6232.92,-1.58,826.2,13.14,5415.65,-3.44,6241.849999999999,-1.53,-0.19,0.19,0.14
B2_R_L2_MW_W_0.6_1.0_TS3,868.75,18.5,5355.69,-4.37,6224.44,-1.72,824.06,12.67,5391.44,-3.76,6215.5,-1.86,822.75,12.66,5399.87,-3.72,6222.62,-1.83,-0.16,0.16,0.11
B2_R_L1_ST_E_0.2_0.8_TS2,2752.65,0.42,753.13,-21.15,3505.78,-5.15,2654.5,-3.1,780.98,-17.95,3435.48,-6.93,2660.16,-3.12,762.09,-18.96,3422.25,-7.16,0.21,-2.42,-0.39
B2_R_L1_ST_E_0.2_0.8_TS3,2762.37,0.77,753.47,-21.11,3515.84,-4.88,2665.64,-2.7,769.71,-19.13,3435.35,-6.94,2670.88,-2.73,762.1,-18.96,3432.98,-6.87,0.2,-0.99,-0.07
B2_R_L1_ST_E_0.2_2.3_TS2,2782.35,1.5,820.49,-14.1,3602.84,-2.53,2780.56,1.5,818.13,-14.04,3598.69,-2.51,2786.04,1.46,803.8,-14.52,3589.84,-2.62,0.2,-1.75,-0.25
B2_R_L1_ST_E_0.2_2.3_TS3,2799.05,2.11,814.66,-14.71,3613.71,-2.23,2797.24,2.11,811.7,-14.72,3608.94,-2.23,2802.94,2.08,800.06,-14.92,3603.0,-2.26,0.2,-1.43,-0.16
B2_R_L1_ST_E_0.6_0.8_TS2,2831.57,3.3,712.45,-25.41,3544.0200000000004,-4.12,2788.77,1.8,737.39,-22.53,3526.16,-4.48,2795.06,1.79,725.65,-22.83,3520.71,-4.49,0.23,-1.59,-0.15
B2_R_L1_ST_E_0.6_0.8_TS3,2851.51,4.03,721.91,-24.42,3573.42,-3.32,2815.26,2.76,737.74,-22.49,3553.0,-3.75,2821.38,2.75,729.35,-22.44,3550.73,-3.68,0.22,-1.14,-0.06
B2_R_L1_ST_E_0.6_2.3_TS2,2813.87,2.65,777.76,-18.57,3591.63,-2.83,2812.44,2.66,775.5,-18.52,3587.94,-2.8,2818.66,2.65,763.45,-18.81,3582.11,-2.83,0.22,-1.55,-0.16
B2_R_L1_ST_E_0.6_2.3_TS3,2849.07,3.94,781.66,-18.16,3630.73,-1.77,2847.4,3.94,780.6,-17.99,3628.0,-1.72,2853.57,3.92,765.22,-18.63,3618.79,-1.83,0.22,-1.97,-0.25
B2_R_L1_ST_S_0.2_0.8_TS2,2940.58,7.28,867.26,-9.2,3807.84,3.02,2854.6,4.2,890.01,-6.49,3744.61,1.44,2860.45,4.17,877.74,-6.66,3738.19,1.41,0.2,-1.38,-0.17
B2_R_L1_ST_S_0.2_0.8_TS3,2953.07,7.73,874.58,-8.43,3827.65,3.55,2866.51,4.63,897.11,-5.75,3763.62,1.96,2872.47,4.61,878.7,-6.56,3751.17,1.76,0.21,-2.05,-0.33
B2_R_L1_ST_S_0.2_2.3_TS2,2955.23,7.81,906.87,-5.05,3862.1,4.49,2953.8,7.82,908.41,-4.56,3862.21,4.63,2960.1,7.8,900.77,-4.21,3860.87,4.73,0.21,-0.84,-0.03
B2_R_L1_ST_S_0.2_2.3_TS3,2976.59,8.59,915.97,-4.1,3892.56,5.31,2974.86,8.59,910.02,-4.39,3884.88,5.24,2980.44,8.54,900.77,-4.21,3881.21,5.29,0.19,-1.02,-0.09
B2_R_L1_ST_S_0.6_0.8_TS2,3014.19,9.96,838.31,-12.23,3852.5,4.23,2967.65,8.33,857.78,-9.88,3825.43,3.63,2973.9,8.3,845.73,-10.06,3819.63,3.62,0.21,-1.4,-0.15
B2_R_L1_ST_S_0.6_0.8_TS3,3042.38,10.99,848.95,-11.12,3891.33,5.28,2998.46,9.45,860.74,-9.57,3859.2,4.55,3004.33,9.41,851.74,-9.43,3856.07,4.6,0.2,-1.05,-0.08
B2_R_L1_ST_S_0.6_2.3_TS2,2982.43,8.8,863.4,-9.6,3845.83,4.05,2981.07,8.82,876.37,-7.93,3857.44,4.5,2987.41,8.79,859.28,-8.62,3846.69,4.35,0.21,-1.95,-0.28
B2_R_L1_ST_S_0.6_2.3_TS3,3028.94,10.5,897.93,-5.99,3926.87,6.24,3027.34,10.51,896.75,-5.78,3924.09,6.31,3033.46,10.47,880.52,-6.36,3913.98,6.18,0.2,-1.81,-0.26
B2_R_L1_ST_W_0.2_0.8_TS2,2884.31,5.22,753.17,-21.14,3637.48,-1.59,2820.4,2.95,773.19,-18.77,3593.59,-2.65,2826.66,2.94,759.42,-19.24,3586.08,-2.72,0.22,-1.78,-0.21
B2_R_L1_ST_W_0.2_0.8_TS3,2897.29,5.7,756.12,-20.84,3653.41,-1.16,2833.91,3.44,767.48,-19.37,3601.39,-2.44,2839.78,3.42,762.08,-18.96,3601.86,-2.29,0.21,-0.7,0.01
B2_R_L1_ST_W_0.2_2.3_TS2,2882.26,5.15,819.73,-14.18,3701.99,0.16,2880.55,5.15,821.97,-13.64,3702.52,0.3,2887.09,5.14,801.71,-14.75,3688.8,0.07,0.23,-2.46,-0.37
B2_R_L1_ST_W_0.2_2.3_TS3,2901.39,5.85,814.25,-14.75,3715.64,0.52,2899.84,5.85,819.6,-13.89,3719.44,0.76,2906.17,5.83,806.43,-14.24,3712.6,0.71,0.22,-1.61,-0.18
B2_R_L1_ST_W_0.6_0.8_TS2,2951.48,7.67,730.98,-23.47,3682.46,-0.37,2910.73,6.25,749.73,-21.23,3660.46,-0.84,2917.36,6.24,738.21,-21.5,3655.57,-0.83,0.23,-1.54,-0.13
B2_R_L1_ST_W_0.6_0.8_TS3,2975.95,8.57,741.35,-22.38,3717.3,0.57,2938.31,7.26,758.61,-20.3,3696.92,0.15,2944.59,7.23,742.14,-21.08,3686.73,0.01,0.21,-2.17,-0.28
B2_R_L1_ST_W_0.6_2.3_TS2,2913.33,6.28,787.17,-17.58,3700.5,0.11,2911.82,6.29,788.87,-17.12,3700.69,0.25,2917.31,6.24,774.64,-17.62,3691.95,0.15,0.19,-1.8,-0.24
B2_R_L1_ST_W_0.6_2.3_TS3,2956.95,7.87,801.73,-16.06,3758.68,1.69,2955.58,7.89,802.14,-15.72,3757.72,1.8,2961.86,7.86,787.12,-16.3,3748.98,1.7,0.21,-1.87,-0.23
B2_R_L2_ST_E_0.2_0.8_TS2,727.23,-0.81,5412.89,-3.35,6140.120000000001,-3.05,677.14,-7.42,5486.33,-2.06,6163.47,-2.68,676.56,-7.35,5496.85,-1.99,6173.41,-2.61,-0.09,0.19,0.16
B2_R_L2_ST_E_0.2_0.8_TS3,735.38,0.31,5400.0,-3.58,6135.38,-3.13,687.32,-6.03,5473.49,-2.29,6160.81,-2.72,686.91,-5.94,5483.7,-2.23,6170.61,-2.65,-0.06,0.19,0.16
B2_R_L2_ST_E_0.2_1.0_TS2,721.9,-1.53,5467.23,-2.38,6189.129999999999,-2.28,675.01,-7.71,5524.83,-1.38,6199.84,-2.11,674.41,-7.65,5534.37,-1.32,6208.78,-2.05,-0.09,0.17,0.14
B2_R_L2_ST_E_0.2_1.0_TS3,733.44,0.04,5449.41,-2.7,6182.85,-2.38,685.43,-6.28,5510.97,-1.62,6196.400000000001,-2.16,684.85,-6.22,5519.7,-1.58,6204.55,-2.12,-0.08,0.16,0.13
B2_R_L2_ST_E_0.6_0.8_TS2,755.24,3.01,5362.51,-4.25,6117.75,-3.41,727.7,-0.5,5477.24,-2.22,6204.94,-2.03,726.68,-0.49,5487.01,-2.17,6213.6900000000005,-1.97,-0.14,0.18,0.14
B2_R_L2_ST_E_0.6_0.8_TS3,773.05,5.44,5350.62,-4.46,6123.67,-3.31,749.98,2.54,5460.35,-2.53,6210.33,-1.94,749.47,2.63,5469.01,-2.49,6218.4800000000005,-1.9,-0.07,0.16,0.13
B2_R_L2_ST_E_0.6_1.0_TS2,741.15,1.09,5482.85,-2.1,6224.0,-1.73,726.35,-0.69,5533.12,-1.23,6259.47,-1.17,725.86,-0.6,5541.64,-1.19,6267.5,-1.13,-0.07,0.15,0.13
B2_R_L2_ST_E_0.6_1.0_TS3,768.87,4.87,5451.49,-2.66,6220.36,-1.79,750.8,2.65,5511.45,-1.61,6262.25,-1.12,750.04,2.71,5520.65,-1.57,6270.69,-1.07,-0.1,0.17,0.13
B2_R_L2_ST_S_0.2_0.8_TS2,793.75,8.27,5443.97,-2.79,6237.72,-1.51,744.75,1.83,5551.81,-0.89,6296.56,-0.58,743.93,1.87,5561.7,-0.84,6305.63,-0.52,-0.11,0.18,0.14
B2_R_L2_ST_S_0.2_0.8_TS3,813.3,10.93,5515.03,-1.52,6328.33,-0.08,801.34,9.56,5575.09,-0.48,6376.43,0.68,799.99,9.55,5583.43,-0.45,6383.42,0.7,-0.17,0.15,0.11
B2_R_L2_ST_S_0.2_1.0_TS2,786.48,7.28,5498.95,-1.81,6285.43,-0.76,742.48,1.52,5589.37,-0.22,6331.85,-0.02,741.87,1.59,5597.75,-0.19,6339.62,0.01,-0.08,0.15,0.12
B2_R_L2_ST_S_0.2_1.0_TS3,799.46,9.05,5483.86,-2.08,6283.32,-0.79,754.52,3.16,5579.01,-0.41,6333.530000000001,0.0,753.2,3.14,5587.69,-0.37,6340.889999999999,0.03,-0.17,0.16,0.12
B2_R_L2_ST_S_0.6_0.8_TS2,817.85,11.55,5288.31,-5.57,6106.160000000001,-3.59,787.88,7.72,5443.75,-2.82,6231.63,-1.6,787.12,7.78,5451.67,-2.8,6238.79,-1.58,-0.1,0.15,0.11
B2_R_L2_ST_S_0.6_0.8_TS3,840.56,14.65,5295.14,-5.45,6135.700000000001,-3.12,815.27,11.47,5437.78,-2.93,6253.049999999999,-1.27,813.75,11.43,5445.87,-2.9,6259.62,-1.25,-0.19,0.15,0.11
B2_R_L2_ST_S_0.6_1.0_TS2,799.67,9.07,5404.98,-3.49,6204.65,-2.03,786.56,7.54,5496.95,-1.87,6283.51,-0.79,784.86,7.48,5506.7,-1.82,6291.56,-0.75,-0.22,0.18,0.13
B2_R_L2_ST_S_0.6_1.0_TS3,832.66,13.57,5398.84,-3.6,6231.5,-1.61,813.37,11.21,5488.13,-2.03,6301.5,-0.5,812.92,11.32,5495.9,-2.01,6308.82,-0.47,-0.06,0.14,0.12
B2_R_L2_ST_W_0.2_0.8_TS2,746.04,1.76,5386.14,-3.83,6132.18,-3.18,707.41,-3.28,5459.56,-2.54,6166.97,-2.63,706.59,-3.24,5469.42,-2.48,6176.01,-2.57,-0.12,0.18,0.15
B2_R_L2_ST_W_0.2_0.8_TS3,754.09,2.86,5380.09,-3.93,6134.18,-3.15,718.22,-1.8,5447.95,-2.75,6166.17,-2.64,717.34,-1.77,5459.28,-2.66,6176.62,-2.56,-0.12,0.21,0.17
B2_R_L2_ST_W_0.2_1.0_TS2,736.94,0.52,5443.2,-2.81,6180.139999999999,-2.42,705.31,-3.57,5497.55,-1.86,6202.860000000001,-2.06,704.65,-3.51,5506.65,-1.82,6211.299999999999,-2.01,-0.09,0.17,0.14
B2_R_L2_ST_W_0.2_1.0_TS3,748.79,2.13,5432.28,-3.0,6181.07,-2.41,716.35,-2.06,5486.43,-2.06,6202.780000000001,-2.06,715.38,-2.04,5495.89,-2.01,6211.27,-2.01,-0.14,0.17,0.14
B2_R_L2_ST_W_0.6_0.8_TS2,762.86,4.05,5350.13,-4.47,6112.99,-3.48,738.75,1.01,5466.01,-2.43,6204.76,-2.03,737.9,1.04,5475.76,-2.37,6213.66,-1.97,-0.12,0.18,0.14
B2_R_L2_ST_W_0.6_0.8_TS3,782.17,6.69,5348.04,-4.51,6130.21,-3.21,762.91,4.31,5455.03,-2.62,6217.94,-1.82,761.82,4.32,5463.88,-2.58,6225.7,-1.78,-0.14,0.16,0.12
B2_R_L2_ST_W_0.6_1.0_TS2,745.19,1.64,5470.97,-2.31,6216.16,-1.85,735.7,0.59,5524.01,-1.39,6259.71,-1.16,734.74,0.61,5532.11,-1.36,6266.849999999999,-1.14,-0.13,0.15,0.11
B2_R_L2_ST_W_0.6_1.0_TS3,773.79,5.54,5452.37,-2.64,6226.16,-1.69,761.66,4.14,5507.98,-1.68,6269.639999999999,-1.0,760.58,4.15,5516.77,-1.64,6277.35,-0.97,-0.14,0.16,0.12
