ID_code,AC(v8.5_old_py),diff%_AC(v8.5_old_py),AH(v8.5_old_py),diff%_AH(v8.5_old_py),AT(v8.5_old_py),diff%_AT(v8.5_old_py),AC(v8.7),diff%_AC(v8.7),AH(v8.7),diff%_AH(v8.7),AT(v8.7),diff%_AT(v8.7),AC(v22.2),diff%_AC(v22.2),AH(v22.2),diff%_AH(v22.2),AT(v22.2),diff%_AT(v22.2),Delta_AC%_(v22.2-8.7_new),Delta_AH%_(v22.2-8.7_new),Delta_AT%_(v22.2-8.7_new)
B2_R_L1_MW_S_0.2_0.8_TS3,2875.28,4.89,918.66,-3.82,3793.94,2.64,2873.53,4.89,914.84,-3.88,3788.3700000000003,2.63,2880.63,4.9,907.02,-3.55,3787.65,2.75,0.25,-0.85,-0.02
B2_R_L1_MW_S_0.2_2.3_TS2,2922.29,6.61,914.7,-4.23,3836.99,3.81,2920.91,6.62,913.46,-4.03,3834.37,3.87,2927.35,6.61,903.15,-3.96,3830.5,3.91,0.22,-1.13,-0.1
B2_R_L1_MW_S_0.2_2.3_TS3,2895.84,5.64,924.52,-3.2,3820.36,3.36,2894.49,5.66,928.62,-2.44,3823.1099999999997,3.57,2900.82,5.64,915.91,-2.6,3816.73,3.54,0.22,-1.37,-0.17
B2_R_L1_MW_S_0.6_0.8_TS2,3166.15,15.51,853.66,-10.62,4019.81,8.75,3164.04,15.5,853.4,-10.34,4017.44,8.83,3167.88,15.37,843.53,-10.3,4011.41,8.82,0.12,-1.16,-0.15
B2_R_L1_MW_S_0.6_0.8_TS3,3036.88,10.79,885.14,-7.33,3922.02,6.11,3035.16,10.79,883.71,-7.15,3918.87,6.16,3039.49,10.69,872.17,-7.25,3911.66,6.11,0.14,-1.31,-0.18
B2_R_L1_MW_S_0.6_2.3_TS2,3121.06,13.86,870.33,-8.88,3991.39,7.98,3119.0,13.85,871.14,-8.48,3990.14,8.09,3125.15,13.81,860.55,-8.49,3985.7,8.12,0.2,-1.22,-0.11
B2_R_L1_MW_S_0.6_2.3_TS3,3023.05,10.28,908.54,-4.88,3931.59,6.37,3021.28,10.28,901.16,-5.32,3922.44,6.26,3025.76,10.19,893.93,-4.94,3919.69,6.33,0.15,-0.8,-0.07
B2_R_L1_MW_W_0.2_0.8_TS2,2878.72,5.02,817.21,-14.44,3695.93,-0.01,2877.54,5.04,817.92,-14.07,3695.46,0.11,2883.78,5.02,804.62,-14.44,3688.4,0.06,0.22,-1.63,-0.19
B2_R_L1_MW_W_0.2_0.8_TS3,2837.37,3.51,822.9,-13.84,3660.27,-0.97,2835.63,3.51,823.84,-13.44,3659.4700000000003,-0.86,2841.14,3.47,809.55,-13.91,3650.69,-0.97,0.19,-1.73,-0.24
B2_R_L1_MW_W_0.2_2.3_TS2,2882.93,5.17,830.42,-13.06,3713.35,0.46,2882.33,5.21,831.24,-12.67,3713.5699999999997,0.6,2886.65,5.12,815.95,-13.23,3702.6,0.44,0.15,-1.84,-0.3
B2_R_L1_MW_W_0.2_2.3_TS3,2838.19,3.54,833.61,-12.72,3671.8,-0.66,2837.37,3.57,831.85,-12.6,3669.22,-0.6,2843.8,3.56,818.07,-13.01,3661.87,-0.66,0.23,-1.66,-0.2
B2_R_L1_MW_W_0.6_0.8_TS2,3117.82,13.74,768.38,-19.55,3886.2000000000003,5.14,3116.48,13.76,768.93,-19.21,3885.41,5.26,3120.61,13.64,754.15,-19.8,3874.76,5.11,0.13,-1.92,-0.27
B2_R_L1_MW_W_0.6_0.8_TS3,2999.62,9.43,783.25,-17.99,3782.87,2.34,2998.4,9.45,782.25,-17.81,3780.65,2.42,3004.61,9.42,771.32,-17.98,3775.93,2.43,0.21,-1.4,-0.12
B2_R_L1_MW_W_0.6_2.3_TS2,3081.57,12.42,800.39,-16.2,3881.96,5.02,3080.59,12.45,799.75,-15.98,3880.34,5.12,3084.87,12.34,783.61,-16.67,3868.48,4.94,0.14,-2.02,-0.31
B2_R_L1_MW_W_0.6_2.3_TS3,2988.66,9.03,815.37,-14.63,3804.0299999999997,2.92,2987.03,9.03,813.39,-14.54,3800.42,2.95,2991.82,8.95,797.07,-15.24,3788.89,2.78,0.16,-2.01,-0.3
B2_R_L2_MW_E_0.2_0.8_TS2,770.39,5.08,5476.65,-2.21,6247.04,-1.37,768.5,5.07,5478.58,-2.2,6247.08,-1.36,767.49,5.1,5486.39,-2.18,6253.88,-1.34,-0.13,0.14,0.11
B2_R_L2_MW_E_0.2_0.8_TS3,762.08,3.95,5475.98,-2.22,6238.0599999999995,-1.51,760.23,3.94,5475.96,-2.25,6236.1900000000005,-1.53,759.33,3.98,5485.39,-2.2,6244.72,-1.48,-0.12,0.17,0.14
B2_R_L2_MW_E_0.2_1.0_TS2,769.34,4.94,5496.42,-1.86,6265.76,-1.07,767.61,4.95,5496.9,-1.87,6264.509999999999,-1.09,766.49,4.96,5506.39,-1.82,6272.88,-1.04,-0.15,0.17,0.13
B2_R_L2_MW_E_0.2_1.0_TS3,758.48,3.46,5492.28,-1.93,6250.76,-1.31,756.56,3.44,5490.86,-1.98,6247.42,-1.36,755.63,3.47,5501.03,-1.92,6256.66,-1.3,-0.12,0.19,0.15
B2_R_L2_MW_E_0.6_0.8_TS2,960.15,30.96,5318.07,-5.04,6278.219999999999,-0.87,958.36,31.03,5318.56,-5.06,6276.92,-0.89,956.61,30.99,5328.07,-5.0,6284.68,-0.85,-0.18,0.18,0.12
B2_R_L2_MW_E_0.6_0.8_TS3,906.22,23.61,5320.34,-5.0,6226.56,-1.69,904.43,23.66,5320.22,-5.03,6224.650000000001,-1.71,902.72,23.61,5329.71,-4.97,6232.43,-1.68,-0.19,0.18,0.12
B2_R_L2_MW_E_0.6_1.0_TS2,951.65,29.8,5380.34,-3.93,6331.99,-0.02,949.95,29.88,5378.89,-3.98,6328.84,-0.07,948.23,29.85,5388.7,-3.92,6336.93,-0.03,-0.18,0.18,0.13
B2_R_L2_MW_E_0.6_1.0_TS3,888.05,21.13,5371.36,-4.09,6259.41,-1.17,886.45,21.2,5370.66,-4.13,6257.11,-1.2,884.93,21.18,5381.62,-4.05,6266.55,-1.14,-0.17,0.2,0.15
B2_R_L2_MW_S_0.2_0.8_TS2,822.61,12.2,5471.86,-2.29,6294.469999999999,-0.62,820.83,12.23,5471.86,-2.32,6292.69,-0.64,819.53,12.22,5482.24,-2.25,6301.77,-0.58,-0.16,0.19,0.14
B2_R_L2_MW_S_0.2_0.8_TS3,805.36,9.85,5485.64,-2.05,6291.0,-0.67,803.76,9.89,5485.86,-2.07,6289.62,-0.69,801.8,9.8,5496.03,-2.01,6297.83,-0.65,-0.24,0.19,0.13
B2_R_L2_MW_S_0.2_1.0_TS2,825.06,12.54,5490.65,-1.96,6315.709999999999,-0.28,823.57,12.6,5490.61,-1.99,6314.179999999999,-0.3,821.86,12.54,5500.76,-1.92,6322.62,-0.26,-0.21,0.18,0.13
B2_R_L2_MW_S_0.2_1.0_TS3,801.75,9.36,5502.69,-1.74,6304.44,-0.46,800.12,9.4,5502.91,-1.77,6303.03,-0.48,798.85,9.39,5512.92,-1.71,6311.77,-0.43,-0.16,0.18,0.14
B2_R_L2_MW_S_0.6_0.8_TS2,999.18,36.29,5219.65,-6.8,6218.83,-1.81,997.72,36.41,5219.55,-6.82,6217.27,-1.83,995.12,36.27,5229.66,-6.76,6224.78,-1.8,-0.26,0.19,0.12
B2_R_L2_MW_S_0.6_0.8_TS3,935.15,27.55,5281.19,-5.7,6216.339999999999,-1.85,933.46,27.63,5280.82,-5.73,6214.28,-1.88,931.28,27.53,5290.9,-5.66,6222.18,-1.84,-0.23,0.19,0.13
B2_R_L2_MW_S_0.6_1.0_TS2,996.24,35.89,5274.65,-5.82,6270.889999999999,-0.99,994.65,35.99,5274.88,-5.84,6269.53,-1.01,992.28,35.88,5284.62,-5.78,6276.9,-0.98,-0.24,0.18,0.12
B2_R_L2_MW_S_0.6_1.0_TS3,923.19,25.92,5334.05,-4.76,6257.24,-1.2,921.44,25.98,5334.37,-4.78,6255.8099999999995,-1.22,919.31,25.89,5344.02,-4.72,6263.33,-1.19,-0.23,0.18,0.12
B2_R_L2_MW_W_0.2_0.8_TS2,771.5,5.23,5459.58,-2.51,6231.08,-1.62,769.79,5.25,5459.38,-2.54,6229.17,-1.64,768.61,5.25,5469.65,-2.48,6238.26,-1.59,-0.15,0.19,0.15
B2_R_L2_MW_W_0.2_0.8_TS3,758.42,3.45,5454.86,-2.6,6213.28,-1.9,756.69,3.46,5455.16,-2.62,6211.85,-1.92,755.31,3.43,5465.01,-2.56,6220.32,-1.87,-0.18,0.18,0.14
B2_R_L2_MW_W_0.2_1.0_TS2,776.34,5.89,5477.1,-2.2,6253.4400000000005,-1.26,774.63,5.91,5477.86,-2.21,6252.49,-1.28,773.2,5.88,5486.64,-2.17,6259.84,-1.25,-0.18,0.16,0.12
B2_R_L2_MW_W_0.2_1.0_TS3,755.52,3.05,5471.94,-2.29,6227.459999999999,-1.67,753.82,3.07,5471.72,-2.32,6225.54,-1.7,752.83,3.09,5481.27,-2.27,6234.1,-1.65,-0.13,0.17,0.14
B2_R_L2_MW_W_0.6_0.8_TS2,935.86,27.65,5300.46,-5.36,6236.32,-1.53,934.14,27.72,5300.76,-5.38,6234.900000000001,-1.55,932.15,27.64,5309.54,-5.33,6241.69,-1.53,-0.21,0.17,0.11
B2_R_L2_MW_W_0.6_0.8_TS3,879.95,20.02,5304.84,-5.28,6184.79,-2.35,878.23,20.08,5305.03,-5.3,6183.26,-2.37,876.58,20.04,5315.43,-5.23,6192.01,-2.32,-0.19,0.2,0.14
B2_R_L2_MW_W_0.6_1.0_TS2,935.73,27.63,5361.76,-4.26,6297.49,-0.57,933.91,27.69,5362.44,-4.27,6296.349999999999,-0.58,931.57,27.57,5371.97,-4.22,6303.54,-0.56,-0.25,0.18,0.11
B2_R_L2_MW_W_0.6_1.0_TS3,868.75,18.5,5355.69,-4.37,6224.44,-1.72,866.97,18.54,5355.88,-4.39,6222.85,-1.74,864.86,18.43,5365.03,-4.34,6229.89,-1.72,-0.24,0.17,0.11
B2_R_L1_ST_E_0.2_0.8_TS2,2752.65,0.42,753.13,-21.15,3505.78,-5.15,2751.24,0.43,750.27,-21.17,3501.5099999999998,-5.14,2757.62,0.42,738.3,-21.49,3495.92,-5.17,0.23,-1.6,-0.16
B2_R_L1_ST_E_0.2_0.8_TS3,2762.37,0.77,753.47,-21.11,3515.84,-4.88,2760.45,0.76,746.72,-21.55,3507.17,-4.99,2766.25,0.74,741.39,-21.16,3507.64,-4.85,0.21,-0.71,0.01
B2_R_L1_ST_E_0.2_2.3_TS2,2782.35,1.5,820.49,-14.1,3602.84,-2.53,2781.14,1.52,817.98,-14.06,3599.12,-2.5,2786.45,1.47,802.48,-14.66,3588.93,-2.64,0.19,-1.89,-0.28
B2_R_L1_ST_E_0.2_2.3_TS3,2799.05,2.11,814.66,-14.71,3613.71,-2.23,2797.96,2.13,810.91,-14.8,3608.87,-2.23,2803.68,2.1,796.53,-15.3,3600.21,-2.34,0.2,-1.77,-0.24
B2_R_L1_ST_E_0.6_0.8_TS2,2831.57,3.3,712.45,-25.41,3544.0200000000004,-4.12,2829.92,3.3,717.86,-24.58,3547.78,-3.89,2836.28,3.29,706.48,-24.87,3542.76,-3.89,0.22,-1.59,-0.14
B2_R_L1_ST_E_0.6_0.8_TS3,2851.51,4.03,721.91,-24.42,3573.42,-3.32,2849.86,4.03,725.46,-23.78,3575.32,-3.14,2856.02,4.01,711.28,-24.36,3567.3,-3.23,0.22,-1.95,-0.22
B2_R_L1_ST_E_0.6_2.3_TS2,2813.87,2.65,777.76,-18.57,3591.63,-2.83,2812.44,2.66,775.5,-18.52,3587.94,-2.8,2818.66,2.65,763.45,-18.81,3582.11,-2.83,0.22,-1.55,-0.16
B2_R_L1_ST_E_0.6_2.3_TS3,2849.07,3.94,781.66,-18.16,3630.73,-1.77,2847.4,3.94,780.6,-17.99,3628.0,-1.72,2853.57,3.92,765.22,-18.63,3618.79,-1.83,0.22,-1.97,-0.25
B2_R_L1_ST_S_0.2_0.8_TS2,2940.58,7.28,867.26,-9.2,3807.84,3.02,2938.87,7.28,870.58,-8.53,3809.45,3.2,2945.78,7.28,856.97,-8.87,3802.75,3.16,0.24,-1.56,-0.18
B2_R_L1_ST_S_0.2_0.8_TS3,2953.07,7.73,874.58,-8.43,3827.65,3.55,2952.0,7.76,878.73,-7.68,3830.73,3.78,2958.17,7.73,864.49,-8.07,3822.66,3.7,0.21,-1.62,-0.21
B2_R_L1_ST_S_0.2_2.3_TS2,2955.23,7.81,906.87,-5.05,3862.1,4.49,2954.28,7.84,910.84,-4.3,3865.1200000000003,4.71,2960.56,7.82,896.69,-4.64,3857.25,4.64,0.21,-1.55,-0.2
B2_R_L1_ST_S_0.2_2.3_TS3,2976.59,8.59,915.97,-4.1,3892.5600000000004,5.31,2975.34,8.61,909.78,-4.42,3885.12,5.25,2981.0,8.56,897.99,-4.51,3878.99,5.23,0.19,-1.3,-0.16
B2_R_L1_ST_S_0.6_0.8_TS2,3014.19,9.96,838.31,-12.23,3852.5,4.23,3012.63,9.97,841.21,-11.62,3853.84,4.4,3018.95,9.94,829.94,-11.74,3848.89,4.41,0.21,-1.34,-0.13
B2_R_L1_ST_S_0.6_0.8_TS3,3042.38,10.99,848.95,-11.12,3891.33,5.28,3040.5,10.99,850.29,-10.67,3890.79,5.4,3046.38,10.94,839.87,-10.69,3886.25,5.42,0.19,-1.23,-0.12
B2_R_L1_ST_S_0.6_2.3_TS2,2982.43,8.8,863.4,-9.6,3845.83,4.05,2981.07,8.82,876.37,-7.93,3857.44,4.5,2987.41,8.79,859.28,-8.62,3846.69,4.35,0.21,-1.95,-0.28
B2_R_L1_ST_S_0.6_2.3_TS3,3028.94,10.5,897.93,-5.99,3926.87,6.24,3027.34,10.51,896.75,-5.78,3924.09,6.31,3033.46,10.47,880.52,-6.36,3913.98,6.18,0.2,-1.81,-0.26
B2_R_L1_ST_W_0.2_0.8_TS2,2884.31,5.22,753.17,-21.14,3637.48,-1.59,2883.09,5.24,753.39,-20.85,3636.48,-1.49,2889.48,5.23,739.7,-21.34,3629.18,-1.55,0.22,-1.82,-0.2
B2_R_L1_ST_W_0.2_0.8_TS3,2897.29,5.7,756.12,-20.84,3653.41,-1.16,2896.36,5.72,762.39,-19.9,3658.75,-0.88,2902.74,5.71,743.78,-20.91,3646.52,-1.08,0.22,-2.44,-0.33
B2_R_L1_ST_W_0.2_2.3_TS2,2882.26,5.15,819.73,-14.18,3701.9900000000002,0.16,2881.17,5.17,816.77,-14.19,3697.94,0.18,2887.66,5.16,803.86,-14.52,3691.52,0.14,0.23,-1.58,-0.17
B2_R_L1_ST_W_0.2_2.3_TS3,2901.39,5.85,814.25,-14.75,3715.64,0.52,2900.95,5.89,819.07,-13.95,3720.02,0.78,2907.19,5.87,803.74,-14.53,3710.93,0.67,0.22,-1.87,-0.24
B2_R_L1_ST_W_0.6_0.8_TS2,2951.48,7.67,730.98,-23.47,3682.46,-0.37,2950.24,7.69,729.32,-23.38,3679.56,-0.32,2956.01,7.65,718.39,-23.61,3674.4,-0.32,0.2,-1.5,-0.14
B2_R_L1_ST_W_0.6_0.8_TS3,2975.95,8.57,741.35,-22.38,3717.2999999999997,0.57,2974.65,8.58,740.1,-22.24,3714.75,0.63,2981.14,8.56,729.07,-22.47,3710.21,0.65,0.22,-1.49,-0.12
B2_R_L1_ST_W_0.6_2.3_TS2,2913.33,6.28,787.17,-17.58,3700.5,0.11,2911.82,6.29,788.87,-17.12,3700.69,0.25,2917.31,6.24,774.64,-17.62,3691.95,0.15,0.19,-1.8,-0.24
B2_R_L1_ST_W_0.6_2.3_TS3,2956.95,7.87,801.73,-16.06,3758.68,1.69,2955.58,7.89,802.14,-15.72,3757.72,1.8,2961.86,7.86,787.12,-16.3,3748.98,1.7,0.21,-1.87,-0.23
B2_R_L2_ST_E_0.2_0.8_TS2,727.23,-0.81,5412.89,-3.35,6140.120000000001,-3.05,725.37,-0.82,5411.74,-3.39,6137.11,-3.1,724.68,-0.77,5421.94,-3.33,6146.62,-3.03,-0.1,0.19,0.15
B2_R_L2_ST_E_0.2_0.8_TS3,735.38,0.31,5400.0,-3.58,6135.38,-3.13,734.11,0.37,5399.63,-3.61,6133.74,-3.15,732.98,0.37,5409.24,-3.55,6142.22,-3.1,-0.15,0.18,0.14
B2_R_L2_ST_E_0.2_1.0_TS2,721.9,-1.53,5467.23,-2.38,6189.129999999999,-2.28,720.35,-1.51,5467.4,-2.4,6187.75,-2.3,719.39,-1.49,5476.73,-2.35,6196.12,-2.25,-0.13,0.17,0.14
B2_R_L2_ST_E_0.2_1.0_TS3,733.44,0.04,5449.41,-2.7,6182.85,-2.38,732.03,0.09,5450.14,-2.71,6182.17,-2.39,731.22,0.13,5457.82,-2.69,6189.04,-2.36,-0.11,0.14,0.11
B2_R_L2_ST_E_0.6_0.8_TS2,755.24,3.01,5362.51,-4.25,6117.75,-3.41,753.17,2.98,5362.42,-4.27,6115.59,-3.44,752.67,3.07,5371.06,-4.23,6123.73,-3.39,-0.07,0.16,0.13
B2_R_L2_ST_E_0.6_0.8_TS3,773.05,5.44,5350.62,-4.46,6123.67,-3.31,771.36,5.46,5350.14,-4.49,6121.5,-3.34,770.42,5.5,5359.07,-4.45,6129.49,-3.3,-0.12,0.17,0.13
B2_R_L2_ST_E_0.6_1.0_TS2,741.15,1.09,5482.85,-2.1,6224.0,-1.73,739.26,1.08,5483.11,-2.12,6222.37,-1.75,738.47,1.12,5492.72,-2.07,6231.19,-1.7,-0.11,0.18,0.14
B2_R_L2_ST_E_0.6_1.0_TS3,768.87,4.87,5451.49,-2.66,6220.36,-1.79,767.08,4.88,5450.73,-2.7,6217.8099999999995,-1.82,766.23,4.92,5460.65,-2.64,6226.88,-1.77,-0.11,0.18,0.15
B2_R_L2_ST_S_0.2_0.8_TS2,793.75,8.27,5443.97,-2.79,6237.72,-1.51,792.26,8.32,5443.74,-2.82,6236.0,-1.54,791.17,8.34,5451.76,-2.8,6242.93,-1.51,-0.14,0.15,0.11
B2_R_L2_ST_S_0.2_0.8_TS3,813.3,10.93,5515.03,-1.52,6328.33,-0.08,811.7,10.98,5512.7,-1.59,6324.4,-0.14,810.82,11.03,5522.8,-1.53,6333.62,-0.08,-0.11,0.18,0.15
B2_R_L2_ST_S_0.2_1.0_TS2,786.48,7.28,5498.95,-1.81,6285.43,-0.76,784.8,7.3,5498.05,-1.85,6282.85,-0.8,783.31,7.26,5507.76,-1.8,6291.07,-0.75,-0.19,0.18,0.13
B2_R_L2_ST_S_0.2_1.0_TS3,799.46,9.05,5483.86,-2.08,6283.32,-0.79,798.02,9.11,5482.97,-2.12,6280.99,-0.83,796.91,9.13,5492.07,-2.08,6288.98,-0.79,-0.14,0.17,0.13
B2_R_L2_ST_S_0.6_0.8_TS2,817.85,11.55,5288.31,-5.57,6106.160000000001,-3.59,816.21,11.6,5288.11,-5.6,6104.32,-3.61,815.33,11.65,5297.63,-5.54,6112.96,-3.56,-0.11,0.18,0.14
B2_R_L2_ST_S_0.6_0.8_TS3,840.56,14.65,5295.14,-5.45,6135.700000000001,-3.12,838.7,14.67,5295.09,-5.48,6133.79,-3.15,837.5,14.68,5303.46,-5.44,6140.96,-3.12,-0.14,0.16,0.12
B2_R_L2_ST_S_0.6_1.0_TS2,799.67,9.07,5404.98,-3.49,6204.65,-2.03,798.14,9.13,5403.62,-3.54,6201.76,-2.08,796.55,9.08,5413.06,-3.49,6209.61,-2.04,-0.2,0.17,0.13
B2_R_L2_ST_S_0.6_1.0_TS3,832.66,13.57,5398.84,-3.6,6231.5,-1.61,830.87,13.6,5398.84,-3.62,6229.71,-1.64,829.5,13.59,5406.57,-3.6,6236.07,-1.62,-0.16,0.14,0.1
B2_R_L2_ST_W_0.2_0.8_TS2,746.04,1.76,5386.14,-3.83,6132.18,-3.18,744.8,1.83,5386.49,-3.84,6131.29,-3.19,743.5,1.81,5395.7,-3.8,6139.2,-3.15,-0.17,0.17,0.13
B2_R_L2_ST_W_0.2_0.8_TS3,754.09,2.86,5380.09,-3.93,6134.18,-3.15,752.73,2.92,5378.62,-3.99,6131.35,-3.19,751.75,2.94,5387.44,-3.94,6139.19,-3.15,-0.13,0.16,0.13
B2_R_L2_ST_W_0.2_1.0_TS2,736.94,0.52,5443.2,-2.81,6180.139999999999,-2.42,735.39,0.55,5442.96,-2.84,6178.35,-2.45,734.5,0.58,5452.28,-2.79,6186.78,-2.4,-0.12,0.17,0.14
B2_R_L2_ST_W_0.2_1.0_TS3,748.79,2.13,5432.28,-3.0,6181.07,-2.41,747.09,2.15,5432.25,-3.03,6179.34,-2.43,746.07,2.16,5439.47,-3.01,6185.54,-2.42,-0.14,0.13,0.1
B2_R_L2_ST_W_0.6_0.8_TS2,762.86,4.05,5350.13,-4.47,6112.99,-3.48,761.4,4.1,5349.5,-4.51,6110.9,-3.51,760.26,4.11,5359.63,-4.44,6119.89,-3.45,-0.15,0.19,0.15
B2_R_L2_ST_W_0.6_0.8_TS3,782.17,6.69,5348.04,-4.51,6130.21,-3.21,780.29,6.69,5348.72,-4.52,6129.01,-3.23,779.12,6.69,5359.11,-4.45,6138.23,-3.16,-0.15,0.19,0.15
B2_R_L2_ST_W_0.6_1.0_TS2,745.19,1.64,5470.97,-2.31,6216.16,-1.85,743.68,1.68,5470.58,-2.34,6214.26,-1.88,742.48,1.67,5480.52,-2.28,6223.0,-1.83,-0.16,0.18,0.14
B2_R_L2_ST_W_0.6_1.0_TS3,773.79,5.54,5452.37,-2.64,6226.16,-1.69,772.02,5.56,5452.67,-2.66,6224.6900000000005,-1.71,770.46,5.5,5462.96,-2.6,6233.42,-1.66,-0.2,0.19,0.14
